date,price
2001/2/21,null
2001/2/22,null
2001/2/23,null
2001/2/26,null
2001/2/27,null
2001/2/28,null
2001/3/1,null
2001/3/2,null
2001/3/5,null
2001/3/6,null
2001/3/7,null
2001/3/8,null
2001/3/9,null
2001/3/12,null
2001/3/13,null
2001/3/14,null
2001/3/15,null
2001/3/16,null
2001/3/19,null
2001/3/20,null
2001/3/21,null
2001/3/22,null
2001/3/23,null
2001/3/26,null
2001/3/27,null
2001/3/28,null
2001/3/29,null
2001/3/30,null
2001/4/2,null
2001/4/3,null
2001/4/4,null
2001/4/5,null
2001/4/6,null
2001/4/9,null
2001/4/10,null
2001/4/11,null
2001/4/12,null
2001/4/13,null
2001/4/16,null
2001/4/17,null
2001/4/18,null
2001/4/19,null
2001/4/20,null
2001/4/23,null
2001/4/24,null
2001/4/25,null
2001/4/26,null
2001/4/27,null
2001/4/30,null
2001/5/1,null
2001/5/2,null
2001/5/3,null
2001/5/4,null
2001/5/7,null
2001/5/8,null
2001/5/9,null
2001/5/10,null
2001/5/11,null
2001/5/14,null
2001/5/15,null
2001/5/16,null
2001/5/17,null
2001/5/18,null
2001/5/21,null
2001/5/22,null
2001/5/23,null
2001/5/24,null
2001/5/25,null
2001/5/28,null
2001/5/29,null
2001/5/30,null
2001/5/31,null
2001/6/1,null
2001/6/4,null
2001/6/5,null
2001/6/6,null
2001/6/7,null
2001/6/8,null
2001/6/11,null
2001/6/12,null
2001/6/13,null
2001/6/14,null
2001/6/15,null
2001/6/18,null
2001/6/19,null
2001/6/20,null
2001/6/21,null
2001/6/22,null
2001/6/25,null
2001/6/26,null
2001/6/27,null
2001/6/28,null
2001/6/29,null
2001/7/2,null
2001/7/3,null
2001/7/4,null
2001/7/5,null
2001/7/6,null
2001/7/9,null
2001/7/10,null
2001/7/11,null
2001/7/12,null
2001/7/13,null
2001/7/16,null
2001/7/17,null
2001/7/18,null
2001/7/19,null
2001/7/20,null
2001/7/23,null
2001/7/24,null
2001/7/25,null
2001/7/26,null
2001/7/27,null
2001/7/30,null
2001/7/31,null
2001/8/1,null
2001/8/2,null
2001/8/3,null
2001/8/6,null
2001/8/7,null
2001/8/8,null
2001/8/9,null
2001/8/10,null
2001/8/13,null
2001/8/14,null
2001/8/15,null
2001/8/16,null
2001/8/17,null
2001/8/20,null
2001/8/21,null
2001/8/22,null
2001/8/23,null
2001/8/24,null
2001/8/27,null
2001/8/28,null
2001/8/29,null
2001/8/30,null
2001/8/31,null
2001/9/3,null
2001/9/4,null
2001/9/5,null
2001/9/6,null
2001/9/7,null
2001/9/10,null
2001/9/11,null
2001/9/12,null
2001/9/13,null
2001/9/14,null
2001/9/17,null
2001/9/18,null
2001/9/19,null
2001/9/20,25.517
2001/9/21,24.67
2001/9/24,null
2001/9/25,25.1994
2001/9/26,26.893499
2001/9/27,28.693501
2001/9/28,null
2001/10/1,null
2001/10/2,26.5758
2001/10/3,24.7759
2001/10/4,24.8818
2001/10/5,26.1523
2001/10/8,25.1994
2001/10/9,26.1523
2001/10/10,null
2001/10/11,27.952299
2001/10/12,29.116899
2001/10/15,29.116899
2001/10/16,31.1287
2001/10/17,29.752199
2001/10/18,29.434601
2001/10/19,30.1758
2001/10/22,29.964001
2001/10/23,28.587601
2001/10/24,30.493401
2001/10/25,32.293301
2001/10/26,32.7169
2001/10/29,33.7757
2001/10/30,31.764
2001/10/31,33.0345
2001/11/1,33.8815
2001/11/2,34.834499
2001/11/5,37.269699
2001/11/6,36.105
2001/11/7,37.375599
2001/11/8,35.681499
2001/11/9,null
2001/11/12,36.952099
2001/11/13,37.269699
2001/11/14,37.269699
2001/11/15,39.281399
2001/11/16,38.116699
2001/11/19,38.328499
2001/11/20,39.175499
2001/11/21,41.822498
2001/11/22,40.446098
2001/11/23,41.928398
2001/11/26,44.787201
2001/11/27,44.469501
2001/11/28,42.987202
2001/11/29,42.881302
2001/11/30,44.363701
2001/12/3,46.9048
2001/12/4,48.8106
2001/12/5,47.222401
2001/12/6,47.9636
2001/12/7,48.069401
2001/12/10,45.740101
2001/12/11,45.210701
2001/12/12,48.2812
2001/12/13,47.3283
2001/12/14,50.2929
2001/12/17,46.798901
2001/12/18,43.728401
2001/12/19,43.834202
2001/12/20,44.787201
2001/12/21,41.822498
2001/12/24,42.457802
2001/12/25,45.422501
2001/12/26,45.422501
2001/12/27,45.210701
2001/12/28,44.787201
2001/12/31,45.740101
2002/1/1,null
2002/1/2,47.645901
2002/1/3,null
2002/1/4,49.8694
2002/1/7,52.939899
2002/1/8,51.3517
2002/1/9,50.2929
2002/1/10,49.2341
2002/1/11,46.798901
2002/1/14,46.798901
2002/1/15,47.116501
2002/1/16,44.575401
2002/1/17,43.622501
2002/1/18,42.775501
2002/1/21,45.740101
2002/1/22,46.693001
2002/1/23,46.375401
2002/1/24,45.316601
2002/1/25,47.0107
2002/1/28,50.2929
2002/1/29,46.798901
2002/1/30,45.846001
2002/1/31,null
2002/2/1,45.104801
2002/2/4,43.940102
2002/2/5,43.728401
2002/2/6,44.787201
2002/2/7,null
2002/2/8,null
2002/2/11,null
2002/2/12,null
2002/2/13,null
2002/2/14,null
2002/2/15,null
2002/2/18,44.575401
2002/2/19,43.516602
2002/2/20,42.034302
2002/2/21,41.187302
2002/2/22,40.340199
2002/2/25,38.646099
2002/2/26,38.751999
2002/2/27,40.657799
2002/2/28,null
2002/3/1,39.493198
2002/3/4,41.293098
2002/3/5,42.987202
2002/3/6,45.528301
2002/3/7,45.528301
2002/3/8,43.410702
2002/3/11,44.998901
2002/3/12,43.093102
2002/3/13,43.199001
2002/3/14,43.410702
2002/3/15,42.987202
2002/3/18,43.410702
2002/3/19,44.363701
2002/3/20,47.4342
2002/3/21,47.751801
2002/3/22,49.8694
2002/3/25,49.34
2002/3/26,51.2458
2002/3/27,47.8577
2002/3/28,50.8223
2002/3/29,52.939899
2002/4/1,54.528099
2002/4/2,54.528099
2002/4/3,57.175098
2002/4/4,55.057499
2002/4/5,null
2002/4/8,52.939899
2002/4/9,51.3517
2002/4/10,52.834
2002/4/11,53.998699
2002/4/12,53.469299
2002/4/15,53.998699
2002/4/16,52.834
2002/4/17,54.528099
2002/4/18,54.528099
2002/4/19,53.469299
2002/4/22,51.3517
2002/4/23,51.8811
2002/4/24,51.563499
2002/4/25,51.987
2002/4/26,51.3517
2002/4/29,48.9165
2002/4/30,46.375401
2002/5/1,null
2002/5/2,43.940102
2002/5/3,47.0107
2002/5/6,43.728401
2002/5/7,45.422501
2002/5/8,45.104801
2002/5/9,45.104801
2002/5/10,46.693001
2002/5/13,45.422501
2002/5/14,45.422501
2002/5/15,47.5401
2002/5/16,45.740101
2002/5/17,46.057701
2002/5/20,42.987202
2002/5/21,43.728401
2002/5/22,45.316601
2002/5/23,44.151901
2002/5/24,45.528301
2002/5/27,45.104801
2002/5/28,47.222401
2002/5/29,46.057701
2002/5/30,46.057701
2002/5/31,45.528301
2002/6/3,43.728401
2002/6/4,44.681301
2002/6/5,44.787201
2002/6/6,44.469501
2002/6/7,42.987202
2002/6/10,43.940102
2002/6/11,42.669601
2002/6/12,43.516602
2002/6/13,44.787201
2002/6/14,44.257801
2002/6/17,43.940102
2002/6/18,43.304901
2002/6/19,41.293098
2002/6/20,41.081402
2002/6/21,41.081402
2002/6/24,39.175499
2002/6/25,39.387299
2002/6/26,36.740299
2002/6/27,36.105
2002/6/28,37.375599
2002/7/1,35.0462
2002/7/2,35.4697
2002/7/3,37.057899
2002/7/4,37.163799
2002/7/5,38.116699
2002/7/8,39.175499
2002/7/9,39.175499
2002/7/10,37.799099
2002/7/11,38.328499
2002/7/12,40.446098
2002/7/15,41.081402
2002/7/16,40.128502
2002/7/17,38.857899
2002/7/18,38.751999
2002/7/19,37.587299
2002/7/22,36.740299
2002/7/23,38.116699
2002/7/24,36.634399
2002/7/25,36.740299
2002/7/26,34.1992
2002/7/29,34.940399
2002/7/30,36.316799
2002/7/31,35.5756
2002/8/1,35.5756
2002/8/2,35.4697
2002/8/5,33.0345
2002/8/6,30.811001
2002/8/7,32.3992
2002/8/8,35.404701
2002/8/9,37.5933
2002/8/12,37.8508
2002/8/13,37.3358
2002/8/14,38.494499
2002/8/15,38.623299
2002/8/16,39.653301
2002/8/19,39.653301
2002/8/20,39.009499
2002/8/21,39.524502
2002/8/22,40.940701
2002/8/23,40.940701
2002/8/26,39.910702
2002/8/27,39.266998
2002/8/28,37.3358
2002/8/29,37.722099
2002/8/30,37.3358
2002/9/2,36.692101
2002/9/3,36.692101
2002/9/4,36.048401
2002/9/5,35.404701
2002/9/6,35.404701
2002/9/9,36.8209
2002/9/10,38.237099
2002/9/11,38.623299
2002/9/12,38.623299
2002/9/13,38.108299
2002/9/16,36.692101
2002/9/17,39.138302
2002/9/18,39.138302
2002/9/19,38.108299
2002/9/20,37.0784
2002/9/23,36.8209
2002/9/24,36.305901
2002/9/25,34.117199
2002/9/26,34.374699
2002/9/27,32.701
2002/9/30,32.701
2002/10/1,32.3148
2002/10/2,32.4436
2002/10/3,30.8986
2002/10/4,29.8687
2002/10/7,27.8088
2002/10/8,28.066299
2002/10/9,27.8088
2002/10/10,27.8088
2002/10/11,27.5513
2002/10/14,27.5513
2002/10/15,29.353701
2002/10/16,31.284901
2002/10/17,31.156099
2002/10/18,32.5723
2002/10/21,32.4436
2002/10/22,31.413601
2002/10/23,33.602299
2002/10/24,33.344799
2002/10/25,32.701
2002/10/28,32.701
2002/10/29,32.4436
2002/10/30,31.799801
2002/10/31,32.3148
2002/11/1,31.284901
2002/11/4,31.5424
2002/11/5,31.5424
2002/11/6,33.087299
2002/11/7,33.216
2002/11/8,35.018501
2002/11/11,33.730999
2002/11/12,33.602299
2002/11/13,33.216
2002/11/14,32.9585
2002/11/15,33.473499
2002/11/18,32.8298
2002/11/19,32.3148
2002/11/20,31.027399
2002/11/21,29.739901
2002/11/22,31.799801
2002/11/25,32.3148
2002/11/26,31.799801
2002/11/27,32.3148
2002/11/28,32.701
2002/11/29,33.216
2002/12/2,33.216
2002/12/3,34.503502
2002/12/4,33.473499
2002/12/5,33.602299
2002/12/6,33.087299
2002/12/9,32.4436
2002/12/10,31.284901
2002/12/11,31.284901
2002/12/12,30.769899
2002/12/13,30.1262
2002/12/16,30.3836
2002/12/17,29.9974
2002/12/18,29.8687
2002/12/19,29.8687
2002/12/20,29.9974
2002/12/23,29.4825
2002/12/24,29.739901
2002/12/25,29.6112
2002/12/26,30.5124
2002/12/27,29.8687
2002/12/30,29.096201
2002/12/31,29.096201
2003/1/1,29.096201
2003/1/2,29.6112
2003/1/3,30.2549
2003/1/6,30.5124
2003/1/7,30.5124
2003/1/8,30.769899
2003/1/9,30.3836
2003/1/10,30.3836
2003/1/13,32.3148
2003/1/14,31.5424
2003/1/15,31.284901
2003/1/16,30.5124
2003/1/17,30.1262
2003/1/20,29.6112
2003/1/21,29.739901
2003/1/22,29.4825
2003/1/23,29.9974
2003/1/24,29.4825
2003/1/27,29.739901
2003/1/28,29.9974
2003/1/29,29.9974
2003/1/30,29.9974
2003/1/31,29.9974
2003/2/3,29.9974
2003/2/4,29.9974
2003/2/5,29.9974
2003/2/6,28.452499
2003/2/7,28.195
2003/2/10,28.3237
2003/2/11,28.3237
2003/2/12,28.452499
2003/2/13,28.066299
2003/2/14,28.3237
2003/2/17,29.4825
2003/2/18,28.838699
2003/2/19,28.5812
2003/2/20,29.739901
2003/2/21,30.1262
2003/2/24,29.353701
2003/2/25,28.3237
2003/2/26,28.452499
2003/2/27,28.452499
2003/2/28,28.452499
2003/3/3,29.224899
2003/3/4,29.224899
2003/3/5,29.096201
2003/3/6,29.096201
2003/3/7,29.224899
2003/3/10,29.224899
2003/3/11,29.224899
2003/3/12,29.353701
2003/3/13,30.5124
2003/3/14,30.6411
2003/3/17,29.739901
2003/3/18,30.5124
2003/3/19,30.2549
2003/3/20,31.027399
2003/3/21,31.156099
2003/3/24,31.284901
2003/3/25,30.6411
2003/3/26,31.156099
2003/3/27,30.8986
2003/3/28,30.5124
2003/3/31,29.6112
2003/4/1,29.8687
2003/4/2,29.9974
2003/4/3,30.5124
2003/4/4,31.027399
2003/4/7,31.284901
2003/4/8,31.284901
2003/4/9,30.769899
2003/4/10,30.5124
2003/4/11,30.1262
2003/4/14,29.739901
2003/4/15,29.9974
2003/4/16,30.769899
2003/4/17,30.6411
2003/4/18,31.671101
2003/4/21,33.473499
2003/4/22,31.5424
2003/4/23,31.671101
2003/4/24,30.1262
2003/4/25,28.838699
2003/4/28,27.422501
2003/4/29,28.5812
2003/4/30,28.5812
2003/5/1,28.5812
2003/5/2,29.224899
2003/5/5,29.739901
2003/5/6,29.6112
2003/5/7,29.8687
2003/5/8,28.967501
2003/5/9,29.6112
2003/5/12,29.353701
2003/5/13,29.739901
2003/5/14,30.1262
2003/5/15,30.3836
2003/5/16,29.6112
2003/5/19,29.224899
2003/5/20,29.6112
2003/5/21,29.6112
2003/5/22,30.1262
2003/5/23,30.5124
2003/5/26,31.413601
2003/5/27,31.156099
2003/5/28,30.5124
2003/5/29,30.5124
2003/5/30,31.413601
2003/6/2,32.9585
2003/6/3,33.730999
2003/6/4,null
2003/6/5,34.632198
2003/6/6,35.275902
2003/6/9,35.147202
2003/6/10,36.692101
2003/6/11,36.5634
2003/6/12,36.5634
2003/6/13,35.790901
2003/6/16,36.048401
2003/6/17,35.275902
2003/6/18,36.8209
2003/6/19,37.5933
2003/6/20,35.790901
2003/6/23,35.533401
2003/6/24,35.919701
2003/6/25,36.8209
2003/6/26,36.305901
2003/6/27,37.3358
2003/6/30,37.5933
2003/7/1,38.237099
2003/7/2,37.0784
2003/7/3,36.1772
2003/7/4,36.8209
2003/7/7,37.0784
2003/7/8,37.0784
2003/7/9,37.5933
2003/7/10,37.5933
2003/7/11,36.1772
2003/7/14,36.305901
2003/7/15,36.305901
2003/7/16,35.790901
2003/7/17,34.761002
2003/7/18,35.662201
2003/7/21,35.533401
2003/7/22,36.048401
2003/7/23,36.434601
2003/7/24,37.3358
2003/7/25,38.751999
2003/7/28,39.009499
2003/7/29,40.039501
2003/7/30,39.653301
2003/7/31,39.653301
2003/8/1,39.910702
2003/8/4,39.524502
2003/8/5,38.623299
2003/8/6,37.979599
2003/8/7,37.722099
2003/8/8,37.5933
2003/8/11,37.3358
2003/8/12,37.979599
2003/8/13,38.880798
2003/8/14,39.138302
2003/8/15,39.266998
2003/8/18,38.880798
2003/8/19,38.237099
2003/8/20,37.979599
2003/8/21,38.751999
2003/8/22,38.623299
2003/8/25,39.009499
2003/8/26,38.494499
2003/8/27,38.751999
2003/8/28,38.365799
2003/8/29,40.297001
2003/9/1,39.266998
2003/9/2,39.138302
2003/9/3,38.623299
2003/9/4,38.108299
2003/9/5,37.8508
2003/9/8,37.979599
2003/9/9,37.722099
2003/9/10,37.3358
2003/9/11,37.3358
2003/9/12,38.237099
2003/9/15,38.880798
2003/9/16,39.009499
2003/9/17,39.782001
2003/9/18,39.266998
2003/9/19,41.8419
2003/9/22,41.069401
2003/9/23,41.4557
2003/9/24,39.653301
2003/9/25,40.168201
2003/9/26,39.524502
2003/9/29,39.653301
2003/9/30,39.653301
2003/10/1,39.009499
2003/10/2,41.069401
2003/10/3,40.039501
2003/10/6,39.653301
2003/10/7,39.524502
2003/10/8,39.653301
2003/10/9,40.554501
2003/10/10,40.554501
2003/10/13,40.039501
2003/10/14,39.910702
2003/10/15,41.069401
2003/10/16,41.069401
2003/10/17,40.554501
2003/10/20,40.812
2003/10/21,40.554501
2003/10/22,40.425701
2003/10/23,39.395802
2003/10/24,39.138302
2003/10/27,38.623299
2003/10/28,39.266998
2003/10/29,39.910702
2003/10/30,39.653301
2003/10/31,39.653301
2003/11/3,39.653301
2003/11/4,39.653301
2003/11/5,39.653301
2003/11/6,39.782001
2003/11/7,39.910702
2003/11/10,39.910702
2003/11/11,39.653301
2003/11/12,40.168201
2003/11/13,41.069401
2003/11/14,40.940701
2003/11/17,40.297001
2003/11/18,39.653301
2003/11/19,39.910702
2003/11/20,39.782001
2003/11/21,39.910702
2003/11/24,39.910702
2003/11/25,39.653301
2003/11/26,39.653301
2003/11/27,39.524502
2003/11/28,39.524502
2003/12/1,39.653301
2003/12/2,39.653301
2003/12/3,39.782001
2003/12/4,39.653301
2003/12/5,39.524502
2003/12/8,39.395802
2003/12/9,39.395802
2003/12/10,39.266998
2003/12/11,39.266998
2003/12/12,39.266998
2003/12/15,39.266998
2003/12/16,39.138302
2003/12/17,39.266998
2003/12/18,39.266998
2003/12/19,39.266998
2003/12/22,39.266998
2003/12/23,39.266998
2003/12/24,39.266998
2003/12/25,39.138302
2003/12/26,38.880798
2003/12/29,38.880798
2003/12/30,39.138302
2003/12/31,39.266998
2004/1/1,39.266998
2004/1/2,39.653301
2004/1/5,39.009499
2004/1/6,37.979599
2004/1/7,37.3358
2004/1/8,37.8508
2004/1/9,38.108299
2004/1/12,37.722099
2004/1/13,37.722099
2004/1/14,37.979599
2004/1/15,37.979599
2004/1/16,37.5933
2004/1/19,37.5933
2004/1/20,37.5933
2004/1/21,37.5933
2004/1/22,37.5933
2004/1/23,37.5933
2004/1/26,37.5933
2004/1/27,37.722099
2004/1/28,37.979599
2004/1/29,39.266998
2004/1/30,39.395802
2004/2/2,39.266998
2004/2/3,38.880798
2004/2/4,39.266998
2004/2/5,39.009499
2004/2/6,39.138302
2004/2/9,39.138302
2004/2/10,39.395802
2004/2/11,39.910702
2004/2/12,39.782001
2004/2/13,40.940701
2004/2/16,40.940701
2004/2/17,40.683201
2004/2/18,41.069401
2004/2/19,40.812
2004/2/20,40.039501
2004/2/23,40.039501
2004/2/24,39.910702
2004/2/25,39.910702
2004/2/26,40.168201
2004/2/27,40.297001
2004/3/1,39.910702
2004/3/2,40.168201
2004/3/3,39.910702
2004/3/4,40.554501
2004/3/5,39.910702
2004/3/8,40.812
2004/3/9,41.3269
2004/3/10,40.554501
2004/3/11,40.940701
2004/3/12,40.297001
2004/3/15,39.266998
2004/3/16,39.266998
2004/3/17,39.266998
2004/3/18,39.524502
2004/3/19,39.524502
2004/3/22,36.8209
2004/3/23,37.979599
2004/3/24,38.365799
2004/3/25,37.5933
2004/3/26,37.3358
2004/3/29,39.395802
2004/3/30,38.880798
2004/3/31,39.009499
2004/4/1,41.1982
2004/4/2,40.940701
2004/4/5,43.773102
2004/4/6,42.614399
2004/4/7,43.129299
2004/4/8,42.4856
2004/4/9,42.614399
2004/4/12,45.5755
2004/4/13,46.4767
2004/4/14,46.991699
2004/4/15,45.189301
2004/4/16,45.833
2004/4/19,44.416801
2004/4/20,44.674301
2004/4/21,45.189301
2004/4/22,45.189301
2004/4/23,44.545502
2004/4/26,42.4856
2004/4/27,43.901798
2004/4/28,42.743099
2004/4/29,42.2281
2004/4/30,39.395802
2004/5/3,37.979599
2004/5/4,39.266998
2004/5/5,36.5634
2004/5/6,37.5933
2004/5/7,37.979599
2004/5/10,35.533401
2004/5/11,35.147202
2004/5/12,35.018501
2004/5/13,32.5723
2004/5/14,31.799801
2004/5/17,29.6112
2004/5/18,30.8986
2004/5/19,32.701
2004/5/20,31.413601
2004/5/21,32.9585
2004/5/24,33.730999
2004/5/25,33.730999
2004/5/26,33.602299
2004/5/27,33.730999
2004/5/28,34.245998
2004/5/31,34.245998
2004/6/1,33.859699
2004/6/2,33.087299
2004/6/3,31.027399
2004/6/4,31.9286
2004/6/7,33.087299
2004/6/8,33.473499
2004/6/9,32.5723
2004/6/10,32.1861
2004/6/11,31.413601
2004/6/14,31.413601
2004/6/15,31.671101
2004/6/16,30.8986
2004/6/17,30.769899
2004/6/18,30.6411
2004/6/21,30.2549
2004/6/22,30.2549
2004/6/23,30.8986
2004/6/24,31.5424
2004/6/25,31.5424
2004/6/28,31.413601
2004/6/29,32.4436
2004/6/30,32.1861
2004/7/1,32.1861
2004/7/2,32.4436
2004/7/5,31.799801
2004/7/6,32.1861
2004/7/7,32.3148
2004/7/8,31.799801
2004/7/9,32.1861
2004/7/12,31.413601
2004/7/13,30.6411
2004/7/14,30.5124
2004/7/15,31.156099
2004/7/16,30.3836
2004/7/19,28.709999
2004/7/20,27.9375
2004/7/21,28.452499
2004/7/22,28.5812
2004/7/23,29.096201
2004/7/26,29.224899
2004/7/27,29.6112
2004/7/28,29.096201
2004/7/29,28.709999
2004/7/30,28.967501
2004/8/2,28.195
2004/8/3,28.452499
2004/8/4,28.452499
2004/8/5,30.1262
2004/8/6,29.6112
2004/8/9,29.9974
2004/8/10,30.2549
2004/8/11,29.739901
2004/8/12,29.8687
2004/8/13,30.2549
2004/8/16,29.9974
2004/8/17,29.6112
2004/8/18,29.6112
2004/8/19,30.6411
2004/8/20,31.027399
2004/8/23,31.156099
2004/8/24,31.156099
2004/8/25,31.156099
2004/8/26,32.701
2004/8/27,32.3148
2004/8/30,31.799801
2004/8/31,31.027399
2004/9/1,32.057301
2004/9/2,31.093201
2004/9/3,30.030199
2004/9/6,30.827499
2004/9/7,31.890499
2004/9/8,31.624701
2004/9/9,31.226101
2004/9/10,32.554901
2004/9/13,33.617901
2004/9/14,32.687698
2004/9/15,32.687698
2004/9/16,33.219299
2004/9/17,32.422001
2004/9/20,31.358999
2004/9/21,31.358999
2004/9/22,31.624701
2004/9/23,32.0233
2004/9/24,32.0233
2004/9/27,31.624701
2004/9/28,31.624701
2004/9/29,31.624701
2004/9/30,31.624701
2004/10/1,31.358999
2004/10/4,32.289101
2004/10/5,32.0233
2004/10/6,32.820599
2004/10/7,32.820599
2004/10/8,31.890499
2004/10/11,31.624701
2004/10/12,31.093201
2004/10/13,30.296
2004/10/14,30.561701
2004/10/15,29.498699
2004/10/18,28.435699
2004/10/19,29.232901
2004/10/20,28.435699
2004/10/21,28.435699
2004/10/22,28.435699
2004/10/25,28.435699
2004/10/26,27.9042
2004/10/27,27.3727
2004/10/28,27.505501
2004/10/29,27.239799
2004/11/1,25.5124
2004/11/2,25.246599
2004/11/3,25.910999
2004/11/4,25.778099
2004/11/5,25.778099
2004/11/8,25.778099
2004/11/9,25.910999
2004/11/10,26.1768
2004/11/11,25.6453
2004/11/12,25.778099
2004/11/15,24.848
2004/11/16,24.3165
2004/11/17,25.246599
2004/11/18,25.1138
2004/11/19,26.8412
2004/11/22,26.1768
2004/11/23,25.778099
2004/11/24,25.910999
2004/11/25,26.0439
2004/11/26,24.3165
2004/11/29,23.2535
2004/11/30,23.3864
2004/12/1,23.3864
2004/12/2,23.3864
2004/12/3,23.1206
2004/12/6,23.1206
2004/12/7,22.0576
2004/12/8,22.1905
2004/12/9,22.854799
2004/12/10,23.519199
2004/12/13,23.519199
2004/12/14,24.715099
2004/12/15,25.1138
2004/12/16,25.1138
2004/12/17,24.715099
2004/12/20,24.582199
2004/12/21,23.9179
2004/12/22,23.1206
2004/12/23,23.2535
2004/12/24,23.1206
